ID_TA;cuisines;price;price_min;price_max;price_range;work_hours;time_break;work_day_in_week;latitude;longitude;rank;over_rank;reviews_cnt
d1747456;{'Halal', 'Vegan Options', 'Indian', 'Vegetarian Friendly', 'Gluten Free Options'};$$ - $$$;865.0;1730.0;865.0;11.75;0.0;7.0;41.380455;2.172988;821.0;8784.0;529.0
d4544050;{'Cafe'};$;;;;;0.0;;;;1487.0;1516.0;99.0
d778150;{'Barbecue', 'Gluten Free Options', 'Spanish', 'Steakhouse'};$$ - $$$;;;;4.571428571428571;1.0;7.0;;;804.0;10457.0;322.0
d2319901;{'Vegetarian Friendly', 'Mediterranean', 'Spanish', 'European'};$$ - $$$;;;;;0.0;;;;4340.0;17342.0;74.0
d6632297;{'Vegetarian Friendly', 'Pizza', 'Vegan Options'};$;;;;10.571428571428571;0.0;7.0;;;3996.0;17342.0;146.0
d10497384;{'Spanish'};$$ - $$$;;;;;0.0;;;;4562.0;10457.0;44.0
d815014;{'French', 'Gluten Free Options', 'European'};$$ - $$$;2118.0;4312.0;2194.0;5.142857142857143;1.0;7.0;48.86688;2.358764;572.0;15767.0;780.0
d10699414;{'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Nepali'};;;;;;0.0;;;;2939.0;4626.0;17.0
d5825901;{'Asian', 'Nepali'};;;;;11.142857142857142;0.0;7.0;53.55076;9.96241;2431.0;2894.0;1.0
d6774552;{'Street Food', 'Vegan Options', 'Mexican', 'Vegetarian Friendly', 'Gluten Free Options'};$$ - $$$;716.0;1535.0;819.0;10.0;0.0;7.0;;;917.0;17342.0;466.0
d7230019;{'Mediterranean', 'Vegan Options', 'Portuguese', 'European', 'Vegetarian Friendly', 'Gluten Free Options'};$$ - $$$;;;;6.428571428571429;1.0;7.0;;;285.0;4626.0;206.0
d3700723;{'Pizza'};$;;;;7.892857142857143;1.0;7.0;45.487324;9.166786;4225.0;6806.0;476.0
d1104230;{'Latin', 'Brazilian'};$$ - $$$;1816.0;2421.0;605.0;5.142857142857143;0.0;7.0;48.131454;11.589776;2061.0;2885.0;93.0
d697018;{'Latin', 'Brazilian'};;;;;;0.0;;;;;;
d6439710;{'American', 'Fast Food', 'Quick Bites'};$;;;;13.285714285714286;0.0;7.0;;;1561.0;1969.0;109.0
d9557787;{'Quick Bites', 'Vegan Options', 'Vegetarian Friendly', 'Fast Food', 'Gluten Free Options'};$;;;;11.571428571428571;0.0;7.0;;;541.0;1969.0;238.0
d6638186;{'Vegetarian Friendly', 'International'};$$ - $$$;;;;8.214285714285714;0.0;7.0;52.337776;4.870711;1934.0;3655.0;25.0
d11956826;{'South American', 'Mexican', 'Latin', 'Central American', 'Vegetarian Friendly', 'Spanish'};$;378.0;1135.0;757.0;3.4285714285714284;0.0;7.0;;;4341.0;10457.0;21.0
d6609366;{'British', 'Bar'};$;;;;10.214285714285714;0.0;7.0;;;9678.0;17342.0;19.0
d3443816;{'British', 'Cafe', 'European', 'Vegetarian Friendly', 'Gluten Free Options'};$$ - $$$;;;;6.142857142857143;0.0;7.0;;;7883.0;17342.0;94.0
d866701;{'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Nepali'};$$ - $$$;;;;;0.0;;;;3113.0;17342.0;76.0
d5608756;{'Asian', 'Nepali'};$$ - $$$;;;;9.0;0.0;7.0;48.86806;2.37813;7147.0;15767.0;33.0
d2048996;{'Asian', 'Nepali'};;;;;;0.0;;;;;;
d2221350;{'Greek', 'Mediterranean'};$$ - $$$;692.0;1730.0;1038.0;;0.0;;48.03865;11.52152;1272.0;2885.0;36.0
d8766960;{'Vegan Options', 'Cafe', 'Vegetarian Friendly', 'Greek', 'Gluten Free Options'};$;433.0;865.0;432.0;4.0;0.0;7.0;37.974186;23.720215;385.0;2385.0;102.0
d1478131;{'British', 'Bar', 'Gastropub', 'Pub'};$$ - $$$;;;;10.0;0.0;7.0;;;4556.0;17342.0;94.0
d4591384;{'Vegetarian Friendly', 'Pizza', 'Italian'};$;;;;11.142857142857142;0.0;7.0;41.839592;12.623653;3488.0;10411.0;59.0
d9807331;{'Irish'};$;173.0;606.0;433.0;;0.0;;;;1145.0;2118.0;8.0
d2699375;{'Irish'};;;;;;0.0;;;;;;
d10388896;{'International'};$$$$;433.0;7786.0;7353.0;;0.0;;48.20127;16.36016;3699.0;3840.0;4.0
d12866352;{'International'};;;;;;0.0;;;;;;
d10681397;{'French'};$$ - $$$;1211.0;1817.0;606.0;;0.0;;48.8822;2.3498;14025.0;15767.0;3.0
d4545467;{'French'};;;;;;0.0;;;;;;
d6779368;{'Vegetarian Friendly', 'French', 'European'};$$ - $$$;1298.0;3460.0;2162.0;12.0;0.0;7.0;48.884445;2.336772;1342.0;15767.0;340.0
d7196142;{'Mediterranean', 'European', 'Catalan', 'Vegetarian Friendly', 'Gluten Free Options', 'Spanish'};$;1730.0;2595.0;865.0;5.142857142857143;1.0;7.0;41.37559;2.155851;1345.0;8784.0;89.0
d6484261;{'Vegetarian Friendly', 'Italian', 'Pub', 'Vegan Options', 'European', 'Cafe', 'Bar'};$$ - $$$;779.0;3460.0;2681.0;2.0;0.0;7.0;45.466167;9.195572;2146.0;6806.0;185.0
d4403647;{'Soups'};;;;;;0.0;;;;;;
d8380361;{'European', 'French', 'Soups', 'Healthy'};$$ - $$$;;;;12.0;0.0;7.0;48.8541;2.33694;375.0;15768.0;437.0
d6779641;{'Vegan Options', 'Mediterranean', 'European', 'Fusion', 'Vegetarian Friendly', 'Portuguese', 'Gluten Free Options'};$$ - $$$;867.0;2602.0;1735.0;5.285714285714286;1.0;7.0;;;427.0;4626.0;349.0
d7714310;{'Italian', 'Pizza'};;;;;;0.0;;41.93119;12.46789;5179.0;10410.0;16.0
d6734074;{'Japanese', 'Vegetarian Friendly', 'Asian'};$;;;;6.0;1.0;7.0;45.49115;9.22133;3339.0;6806.0;31.0
d8399308;{'Italian'};;;;;;0.0;;48.88616;2.31876;14477.0;15768.0;4.0
d3906227;{'Tunisian', 'Mediterranean', 'Vegetarian Friendly', 'Halal', 'Moroccan', 'Middle Eastern'};$$ - $$$;;;;5.5;1.0;7.0;50.82629;4.36095;348.0;2364.0;69.0
d6882533;{'European', 'French'};$$ - $$$;3470.0;5205.0;1735.0;3.928571428571429;1.0;7.0;48.882217;2.300612;2293.0;15768.0;158.0
d6850379;{'Vegan Options', 'Bar', 'European', 'Vegetarian Friendly', 'Portuguese'};$;434.0;867.0;433.0;13.13095238095238;0.0;7.0;;;558.0;4626.0;245.0
d1234992;{'Italian', 'Vegetarian Friendly', 'Pizza'};$$ - $$$;2045.0;3106.0;1061.0;7.857142857142857;1.0;7.0;41.735607;12.34555;4352.0;10410.0;346.0
d2346694;{'Italian', 'European', 'Mediterranean'};$$$$;1667.0;2197.0;530.0;3.75;1.0;7.0;48.8817;2.309993;3318.0;15768.0;91.0
d1038830;{'German'};$$ - $$$;;;;;0.0;;53.566914;9.780143;1252.0;2894.0;41.0
d6522141;{'Vegan Options', 'Irish', 'Cafe', 'European', 'Vegetarian Friendly', 'Gluten Free Options', 'Quick Bites', 'Healthy'};$;434.0;1214.0;780.0;9.785714285714286;0.0;7.0;;;41.0;2117.0;1280.0
d7370704;{'Vegetarian Friendly', 'Fast Food', 'American'};$;;;;11.0;0.0;7.0;52.354645;4.888835;1030.0;3656.0;86.0
d12295852;{'Fast Food', 'American'};$;260.0;1214.0;954.0;19.0;0.0;7.0;37.978878;23.711815;1556.0;2385.0;20.0
d8279808;{'Vegan Options', 'Mediterranean', 'European', 'Central-Italian', 'Sardinian', 'Vegetarian Friendly', 'Gluten Free Options', 'Romana', 'Lazio', 'Italian', 'Southern-Italian'};$$ - $$$;;;;14.0;0.0;7.0;41.88976;12.495503;1401.0;10410.0;787.0
d7799870;{'Mediterranean', 'European', 'Central-Italian', 'Sardinian', 'Romana', 'Lazio', 'Italian', 'Southern-Italian'};;;;;;0.0;;48.88672;2.35575;14951.0;15768.0;1.0
d10108831;{'Mediterranean', 'European', 'Central-Italian', 'Sardinian', 'Romana', 'Lazio', 'Italian', 'Southern-Italian'};;;;;;0.0;;;;12660.0;17339.0;8.0
d2669438;{'Pub', 'Cafe', 'Bar', 'European', 'Italian'};$$ - $$$;;;;12.857142857142858;0.0;7.0;52.230022;21.002861;991.0;2793.0;53.0
d12556254;{'Fast Food'};$;;;;20.214285714285715;0.0;7.0;48.21334;16.36165;3716.0;3841.0;23.0
d12864736;{'Fast Food'};$;;;;12.857142857142858;0.0;7.0;41.90368;12.41887;7234.0;10410.0;3.0
d12288963;{'Vegan Options', 'Vegetarian Friendly', 'Asian', 'Korean'};$$ - $$$;;;;8.571428571428571;0.0;7.0;;;3946.0;17339.0;142.0
d11917596;{'Indian', 'Bangladeshi', 'Vegetarian Friendly', 'Vegan Options'};$;;;;16.0;0.0;7.0;41.89682;12.503717;4500.0;10410.0;30.0
d8380509;{'Indian', 'Bangladeshi'};$$ - $$$;;;;;0.0;;41.402443;2.172433;2448.0;8785.0;62.0
d740564;{'Italian', 'Vegetarian Friendly', 'European'};$$ - $$$;;;;;0.0;;50.84778;4.36382;893.0;2364.0;23.0
d5534214;{'Italian'};$;;;;;0.0;;45.47636;9.13169;6282.0;6806.0;6.0
d8321483;{'Thai', 'Asian'};$$ - $$$;;;;;0.0;;46.20333;6.14829;977.0;1353.0;16.0
d717925;{'Thai', 'Vegetarian Friendly', 'Asian'};;;;;;0.0;;;;13049.0;17339.0;8.0
d3514150;{'Vegan Options', 'Mediterranean', 'Vegetarian Friendly', 'Lebanese', 'Middle Eastern'};$;;;;11.5;0.0;7.0;48.862392;2.352196;4601.0;15768.0;228.0
d7112582;{'Chinese'};$;;;;5.285714285714286;0.0;7.0;51.45894;0.08013;14770.0;17339.0;17.0
d7928418;{'American'};$$ - $$$;;;;7.714285714285714;0.0;7.0;48.853596;2.399102;13279.0;15768.0;74.0
d1905423;{'British', 'Gluten Free Options'};$$ - $$$;;;;6.285714285714286;0.0;7.0;;;;;237.0
d11743900;{'Mediterranean', 'European', 'Spanish', 'Catalan', 'Vegetarian Friendly'};$;;;;;0.0;;41.379444;2.176136;1306.0;8785.0;426.0
d10831182;{'Cafe', 'Austrian', 'European'};$$ - $$$;;;;11.285714285714286;0.0;7.0;48.24966;16.4441;2405.0;3841.0;15.0
d3963363;{'Bar', 'French', 'European', 'Pub'};$$ - $$$;;;;14.428571428571429;0.0;7.0;48.873695;2.314567;10117.0;15768.0;113.0
d7171161;{'Italian', 'Vegetarian Friendly', 'European', 'Pizza'};$;285.0;950.0;665.0;7.714285714285714;0.0;7.0;50.06963;19.936058;420.0;1538.0;66.0
d13003828;{'European', 'French'};$$ - $$$;;;;;0.0;;48.86184;2.361357;4614.0;15768.0;110.0
d7108851;{'French'};$$ - $$$;;;;14.571428571428571;0.0;7.0;48.83218;2.33843;11536.0;15768.0;16.0
d12321430;{'European', 'Vegan Options', 'Central European'};$$ - $$$;;;;2.142857142857143;0.0;7.0;48.87528;2.338492;6446.0;15768.0;52.0
d1926353;{'European', 'Spanish'};$$ - $$$;;;;8.0;0.0;7.0;41.404427;2.175972;8761.0;8785.0;497.0
d5795695;{'Mediterranean', 'Grill', 'Fast Food', 'Lebanese', 'Indian', 'Street Food'};;;;;6.5;0.0;7.0;;;11713.0;17339.0;5.0
d10116313;{'Sushi'};$;;;;;0.0;;59.92043;10.732989;538.0;1196.0;18.0
d1411185;{'Sushi'};;;;;;0.0;;;;;;
d10485155;{'European', 'Hungarian'};$;347.0;781.0;434.0;7.428571428571429;0.0;7.0;47.55973;19.08844;1643.0;2802.0;6.0
d4598693;{'European', 'Vegetarian Friendly', 'French', 'Vegan Options'};$$ - $$$;;;;8.071428571428571;1.0;7.0;48.86833;2.350126;1593.0;15768.0;309.0
d8596504;{'European', 'French'};$;173.0;520.0;347.0;;0.0;;;;4670.0;10457.0;18.0
d7379780;{'French'};$$ - $$$;;;;1.4285714285714286;0.0;7.0;45.77011;4.86184;1762.0;2613.0;11.0
d12495493;{'French'};;;;;;0.0;;;;;;
d3983341;{'Scandinavian', 'Vegan Options', 'Cafe', 'European', 'Vegetarian Friendly', 'Contemporary', 'Quick Bites', 'Swedish'};$$ - $$$;;;;;0.0;;59.369762;18.045933;56.0;159.0;79.0
d2702990;{'Japanese'};;;;;;0.0;;49.62173;6.16376;617.0;664.0;2.0
d6627755;{'Vegetarian Friendly', 'Asian', 'Indonesian'};$;;;;;0.0;;52.35328;4.85576;1668.0;3656.0;21.0
d2699317;{'Italian', 'Vegetarian Friendly', 'Cafe'};$;;;;13.5;0.0;7.0;45.473892;9.194851;3627.0;6806.0;43.0
d10178507;{'Mediterranean', 'Moroccan', 'Middle Eastern'};$;434.0;1301.0;867.0;11.285714285714286;0.0;7.0;;;3032.0;10457.0;48.0
d12712237;{'Mediterranean', 'Moroccan', 'Middle Eastern'};;;;;;0.0;;;;;;
d12630597;{'Vegetarian Friendly', 'Healthy', 'Vegan Options', 'Bakeries'};$;;;;5.857142857142857;0.0;7.0;41.38152;2.179007;47.0;197.0;42.0
d3842800;{'European', 'Portuguese'};$$ - $$$;;;;;0.0;;;;2304.0;4626.0;22.0
d1408946;{'British', 'Vegetarian Friendly', 'Scottish'};$$$$;3409.0;4166.0;757.0;7.0;1.0;7.0;;;83.0;1769.0;1068.0
d1098192;{'Bar', 'Scottish', 'British', 'European'};$$ - $$$;;;;13.714285714285714;0.0;7.0;;;232.0;1769.0;1204.0
d9769893;{'British', 'Scottish'};;;;;;0.0;;;;;;
d3722303;{'Turkish', 'Middle Eastern'};$$ - $$$;;;;6.428571428571429;1.0;7.0;48.86902;2.36837;5078.0;15768.0;75.0
d9776760;{'Italian', 'European', 'Mediterranean', 'Hungarian'};$$ - $$$;347.0;2169.0;1822.0;11.285714285714286;0.0;7.0;47.513172;19.203857;1083.0;2802.0;21.0
d12182083;{'Quick Bites', 'Fast Food'};$$ - $$$;;;;;0.0;;45.74207;4.85093;39.0;61.0;11.0
d7653256;{'Fast Food'};$;;;;10.714285714285714;0.0;7.0;;;16797.0;17339.0;11.0
d8555376;{'European', 'Vegetarian Friendly', 'French', 'Vegan Options'};$$ - $$$;1735.0;5812.0;4077.0;4.714285714285714;1.0;7.0;48.863564;2.353316;600.0;15768.0;244.0
d1034655;{'Vegan Options', 'Mediterranean', 'Central-Italian', 'Vegetarian Friendly', 'Romana', 'Lazio', 'Italian'};$$ - $$$;;;;6.428571428571429;1.0;7.0;41.898056;12.475624;1561.0;10410.0;844.0
d10532885;{'European', 'Vegetarian Friendly', 'German'};$$ - $$$;;;;5.428571428571429;0.0;7.0;52.45108;13.62564;1174.0;5679.0;27.0
d5567535;{'European', 'German'};$;;;;;0.0;;;;11131.0;17339.0;9.0
d2626819;{'Indian', 'Vegan Options', 'Vegetarian Friendly', 'Asian'};$$ - $$$;;;;;0.0;;;;2701.0;4626.0;178.0
d1468200;{'European', 'French', 'Dutch'};$$$$;2576.0;10226.0;7650.0;;0.0;;50.83945;4.37071;2146.0;2364.0;2.0
d807838;{'Vegan Options', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options', 'Japanese'};$$ - $$$;1735.0;3036.0;1301.0;4.285714285714286;0.0;7.0;41.381615;2.179778;911.0;8785.0;224.0
d12639715;{'Thai'};$$ - $$$;285.0;1140.0;855.0;;0.0;;52.256554;20.977716;906.0;2793.0;31.0
d4323620;{'Vegetarian Friendly', 'Vegan Options', 'Lebanese', 'Mediterranean'};$;;;;12.714285714285714;0.0;7.0;52.51537;13.463252;2434.0;5679.0;19.0
d5877666;{'Bangladeshi', 'Balti', 'Asian', 'Vegetarian Friendly', 'Eastern European', 'Indian'};$$ - $$$;;;;5.5;0.0;7.0;51.45067;0.05901;;;31.0
d2248349;{'European', 'Central European', 'Belgian'};$$ - $$$;867.0;2602.0;1735.0;16.5;0.0;7.0;50.839478;4.37313;234.0;241.0;109.0
d12062083;{'Seafood', 'Deli'};$$ - $$$;;;;;0.0;;;;1588.0;2117.0;8.0
d5555968;{'European', 'Vegetarian Friendly', 'Danish', 'Scandinavian'};$$ - $$$;;;;13.285714285714286;0.0;7.0;55.6805;12.588569;1219.0;1970.0;354.0
d3569055;{'Vegan Options', 'Vegetarian Friendly', 'Tunisian', 'Mediterranean'};$$ - $$$;1041.0;1648.0;607.0;5.714285714285714;0.0;7.0;48.8395;2.338592;5817.0;15768.0;126.0
d10232474;{'Vegetarian Friendly', 'Tunisian', 'Mediterranean'};$;;;;;0.0;;52.37299;4.89993;1437.0;3656.0;24.0
d718943;{'British', 'Seafood'};$$ - $$$;;;;10.0;0.0;7.0;;;9371.0;17339.0;55.0
d11962207;{'Uzbek'};$;;;;;0.0;;50.07807;14.40387;2695.0;4683.0;5.0
d2482055;{'European', 'Spanish', 'Mediterranean'};$$ - $$$;;;;;0.0;;;;1614.0;10457.0;200.0
d1043391;{'European', 'International'};;;;;;0.0;;59.31523;18.0806;2366.0;2787.0;1.0
d4014495;{'European', 'International'};;;;;;0.0;;53.54608;9.97546;1595.0;2894.0;10.0
d1019330;{'European', 'French'};$$ - $$$;;;;3.928571428571429;1.0;7.0;48.85605;2.3207;1775.0;15768.0;183.0
d2696990;{'Bar', 'British', 'Pub', 'Gastropub'};$$ - $$$;513.0;1845.0;1332.0;11.285714285714286;0.0;7.0;;;9198.0;17339.0;118.0
d1228887;{'Bar', 'British', 'Pub', 'Gastropub'};;;;;;0.0;;48.87461;2.34142;13626.0;15768.0;2.0
d3525392;{'French', 'Seafood'};;;;;12.857142857142858;0.0;7.0;48.866;2.36529;13953.0;15768.0;1.0
d8110957;{'European', 'Turkish', 'Hungarian'};$;;;;6.428571428571429;0.0;7.0;47.53559;19.07021;1456.0;2802.0;11.0
d4761229;{'European', 'Turkish', 'Hungarian'};;;;;;0.0;;;;;;
d6570732;{'European', 'French', 'Swiss'};$$ - $$$;;;;;0.0;;46.26702;6.14252;5.0;10.0;23.0
d719397;{'European', 'French', 'Seafood'};$$$$;3333.0;7121.0;3788.0;3.2142857142857144;1.0;7.0;48.879246;2.291731;1321.0;15768.0;558.0
d1035528;{'European', 'French'};$$ - $$$;1475.0;3210.0;1735.0;15.5;0.0;7.0;48.88655;2.340625;5220.0;15768.0;1077.0
d3837341;{'Irish'};;;;;;0.0;;;;1800.0;2117.0;2.0
d12120509;{'Irish'};;;;;;0.0;;;;;;
d2243845;{'Vegan Options', 'Mediterranean', 'Vegetarian Friendly', 'Lebanese', 'Gluten Free Options', 'Middle Eastern'};$$ - $$$;;;;12.142857142857142;0.0;7.0;;;2300.0;17339.0;302.0
d8745770;{'Cafe', 'Bakeries'};;;;;;0.0;;41.41607;2.19576;126.0;197.0;5.0
d12556595;{'Cafe'};;;;;;0.0;;41.42854;2.18395;5170.0;8785.0;5.0
d4441869;{'European', 'Vegetarian Friendly', 'Spanish', 'Mediterranean'};$$ - $$$;1301.0;2863.0;1562.0;15.5;0.0;7.0;41.380077;2.189179;2468.0;8785.0;670.0
d3201031;{'European', 'French', 'Austrian', 'Central European'};$$ - $$$;;;;7.142857142857143;0.0;7.0;48.207134;16.374872;1136.0;3841.0;52.0
d9596193;{'Wine Bar'};;;;;;0.0;;48.87975;2.35224;13589.0;15768.0;1.0
d8338632;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d10371753;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d3308754;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d1020594;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d6212036;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d11931994;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d11822912;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d7031910;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d3365105;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d1047563;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d6484053;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d8600524;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d10467435;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d12445233;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d7698873;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d4083799;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d2489448;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d11905794;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d9600419;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d6826176;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d4596836;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d7679549;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d5815268;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d7899051;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d1127884;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d5864196;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d794236;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d911427;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d5958090;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d8083707;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d12295859;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d2211236;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d6439994;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d4975113;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d5494306;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d714157;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d3619080;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d12300950;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d7123395;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d5457483;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d13186462;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d7274067;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d6885386;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d1899220;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d5646509;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d4769969;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d5327338;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d13200147;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d9989990;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d7646942;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d8561033;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d1998536;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d8529953;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d10465221;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d7254547;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d6704234;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d7123989;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d2328501;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d3177568;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d4777637;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d9809583;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d1039082;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d7342464;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d3354475;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d12194624;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d13291099;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d5953276;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d9757809;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d13130630;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d7246435;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d6930899;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d7085703;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d7134133;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d9881916;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d1750267;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d4773953;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d11912188;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d1360807;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d6167537;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d11749706;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d13503746;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d9768437;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d12326504;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d2251804;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d10548492;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d817390;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d2319403;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d5423664;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d4880803;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d12331991;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d4172866;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d10688690;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d4105052;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d6153951;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d6355803;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d1195581;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d1990895;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d8046783;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d12946352;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d802825;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d1965641;{'Vegetarian Friendly', 'Cafe', 'Vegan Options', 'European'};$;;;;11.714285714285714;0.0;7.0;52.4901;13.42711;2142.0;5679.0;41.0
d10245251;{'Vegetarian Friendly', 'Wine Bar', 'Mediterranean', 'Spanish'};$$ - $$$;;;;;0.0;;;;708.0;10457.0;152.0
d1606627;{'Wine Bar', 'Mediterranean', 'Spanish', 'European'};$$ - $$$;;;;;0.0;;41.400078;2.202572;3278.0;8785.0;334.0
d1093694;{'Bar', 'Pub'};$;;;;6.857142857142857;0.0;7.0;50.07862;14.42304;1311.0;4683.0;30.0
d10674382;{'Bar', 'Pub'};;;;;;0.0;;;;;;
d803001;{'Italian', 'Mediterranean', 'Vegan Options', 'Gluten Free Options', 'European', 'International', 'Vegetarian Friendly', 'Central European', 'Pizza', 'Slovenian'};$$ - $$$;260.0;2169.0;1909.0;11.857142857142858;0.0;7.0;46.108086;14.46121;72.0;548.0;220.0
d2315493;{'Pub', 'International', 'Vegetarian Friendly', 'Bar', 'Wine Bar'};$$ - $$$;820.0;1025.0;205.0;;0.0;;;;2099.0;17339.0;87.0
d4227762;{'Asian', 'Vegetarian Friendly', 'Cambodian'};$$ - $$$;;;;11.0;0.0;7.0;48.824944;2.360923;3812.0;15768.0;75.0
d7318564;{'Vegan Options', 'Grill', 'Healthy', 'Indian', 'Vegetarian Friendly', 'Gluten Free Options'};$$ - $$$;607.0;1041.0;434.0;11.285714285714286;0.0;7.0;48.151127;17.124077;80.0;1045.0;144.0
